rRufVersion,SerialNumber,Make,Model,StartDate,StopDate,RecordsCount,Frequency,VehicleType,FeatureType,UserField1,UserField2,UserField3,UserField4
1.3.7,no_activation,Google,Pixel 2 XL,2021-02-19 21:03:20 +0000,2021-02-19 21:03:30 +0000,6,1,Car,roads,,,,
